Parish;Municipality;District;Region;Country
União das freguesias de Serzedo e Perosinho;Vila Nova de Gaia;Porto;Continente;Portugal
Covelas;Trofa;Porto;Continente;Portugal
Muro;Trofa;Porto;Continente;Portugal
União das freguesias de Alvarelhos e Guidões;Trofa;Porto;Continente;Portugal
União das freguesias de Bougado (São Martinho e Santiago);Trofa;Porto;Continente;Portugal
União das freguesias de Coronado (São Romão e São Mamede);Trofa;Porto;Continente;Portugal
Bemposta;Abrantes;Santarém;Continente;Portugal
Martinchel;Abrantes;Santarém;Continente;Portugal
Mouriscas;Abrantes;Santarém;Continente;Portugal
Pego;Abrantes;Santarém;Continente;Portugal
Rio de Moinhos;Abrantes;Santarém;Continente;Portugal
Tramagal;Abrantes;Santarém;Continente;Portugal
Fontes;Abrantes;Santarém;Continente;Portugal
Carvalhal;Abrantes;Santarém;Continente;Portugal
União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;Abrantes;Santarém;Continente;Portugal
União das freguesias de Aldeia do Mato e Souto;Abrantes;Santarém;Continente;Portugal
União das freguesias de Alvega e Concavada;Abrantes;Santarém;Continente;Portugal
União das freguesias de São Facundo e Vale das Mós;Abrantes;Santarém;Continente;Portugal
União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;Abrantes;Santarém;Continente;Portugal
Bugalhos;Alcanena;Santarém;Continente;Portugal
Minde;Alcanena;Santarém;Continente;Portugal
Moitas Venda;Alcanena;Santarém;Continente;Portugal
Monsanto;Alcanena;Santarém;Continente;Portugal
Serra de Santo António;Alcanena;Santarém;Continente;Portugal
União das freguesias de Alcanena e Vila Moreira;Alcanena;Santarém;Continente;Portugal
União das freguesias de Malhou, Louriceira e Espinheiro;Alcanena;Santarém;Continente;Portugal
Almeirim;Almeirim;Santarém;Continente;Portugal
Benfica do Ribatejo;Almeirim;Santarém;Continente;Portugal
Fazendas de Almeirim;Almeirim;Santarém;Continente;Portugal
Raposa;Almeirim;Santarém;Continente;Portugal
Alpiarça;Alpiarça;Santarém;Continente;Portugal
Benavente;Benavente;Santarém;Continente;Portugal
Samora Correia;Benavente;Santarém;Continente;Portugal
Santo Estêvão;Benavente;Santarém;Continente;Portugal
Barrosa;Benavente;Santarém;Continente;Portugal
Pontével;Cartaxo;Santarém;Continente;Portugal
Valada;Cartaxo;Santarém;Continente;Portugal
Vila Chã de Ourique;Cartaxo;Santarém;Continente;Portugal
Vale da Pedra;Cartaxo;Santarém;Continente;Portugal
União das freguesias do Cartaxo e Vale da Pinta;Cartaxo;Santarém;Continente;Portugal
União das freguesias de Ereira e Lapa;Cartaxo;Santarém;Continente;Portugal
Ulme;Chamusca;Santarém;Continente;Portugal
Vale de Cavalos;Chamusca;Santarém;Continente;Portugal
Carregueira;Chamusca;Santarém;Continente;Portugal
União das freguesias da Chamusca e Pinheiro Grande;Chamusca;Santarém;Continente;Portugal
União das freguesias de Parreira e Chouto;Chamusca;Santarém;Continente;Portugal
Constância;Constância;Santarém;Continente;Portugal
Montalvo;Constância;Santarém;Continente;Portugal
Santa Margarida da Coutada;Constância;Santarém;Continente;Portugal
Couço;Coruche;Santarém;Continente;Portugal
São José da Lamarosa;Coruche;Santarém;Continente;Portugal
Branca;Coruche;Santarém;Continente;Portugal
Biscainho;Coruche;Santarém;Continente;Portugal
Santana do Mato;Coruche;Santarém;Continente;Portugal
União das freguesias de Coruche, Fajarda e Erra;Coruche;Santarém;Continente;Portugal
São João Baptista;Entroncamento;Santarém;Continente;Portugal
Nossa Senhora de Fátima;Entroncamento;Santarém;Continente;Portugal
Águas Belas;Ferreira do Zêzere;Santarém;Continente;Portugal
Beco;Ferreira do Zêzere;Santarém;Continente;Portugal
Chãos;Ferreira do Zêzere;Santarém;Continente;Portugal
Ferreira do Zêzere;Ferreira do Zêzere;Santarém;Continente;Portugal
Igreja Nova do Sobral;Ferreira do Zêzere;Santarém;Continente;Portugal
Nossa Senhora do Pranto;Ferreira do Zêzere;Santarém;Continente;Portugal
União das freguesias de Areias e Pias;Ferreira do Zêzere;Santarém;Continente;Portugal
Azinhaga;Golegã;Santarém;Continente;Portugal
Golegã;Golegã;Santarém;Continente;Portugal
Pombalinho;Golegã;Santarém;Continente;Portugal
Amêndoa;Mação;Santarém;Continente;Portugal
Cardigos;Mação;Santarém;Continente;Portugal
Carvoeiro;Mação;Santarém;Continente;Portugal
Envendos;Mação;Santarém;Continente;Portugal
Ortiga;Mação;Santarém;Continente;Portugal
União das freguesias de Mação, Penhascoso e Aboboreira;Mação;Santarém;Continente;Portugal
Alcobertas;Rio Maior;Santarém;Continente;Portugal
Arrouquelas;Rio Maior;Santarém;Continente;Portugal
Fráguas;Rio Maior;Santarém;Continente;Portugal
Rio Maior;Rio Maior;Santarém;Continente;Portugal
Asseiceira;Rio Maior;Santarém;Continente;Portugal
São Sebastião;Rio Maior;Santarém;Continente;Portugal
União das freguesias de Azambujeira e Malaqueijo;Rio Maior;Santarém;Continente;Portugal
União das freguesias de Marmeleira e Assentiz;Rio Maior;Santarém;Continente;Portugal
União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;Rio Maior;Santarém;Continente;Portugal
União das freguesias de São João da Ribeira e Ribeira de São João;Rio Maior;Santarém;Continente;Portugal
Marinhais;Salvaterra de Magos;Santarém;Continente;Portugal
Muge;Salvaterra de Magos;Santarém;Continente;Portugal
União das freguesias de Glória do Ribatejo e Granho;Salvaterra de Magos;Santarém;Continente;Portugal
União das freguesias de Salvaterra de Magos e Foros de Salvaterra;Salvaterra de Magos;Santarém;Continente;Portugal
Abitureiras;Santarém;Santarém;Continente;Portugal
Abrã;Santarém;Santarém;Continente;Portugal
Alcanede;Santarém;Santarém;Continente;Portugal
Alcanhões;Santarém;Santarém;Continente;Portugal
Almoster;Santarém;Santarém;Continente;Portugal
Amiais de Baixo;Santarém;Santarém;Continente;Portugal
Arneiro das Milhariças;Santarém;Santarém;Continente;Portugal
Moçarria;Santarém;Santarém;Continente;Portugal
Pernes;Santarém;Santarém;Continente;Portugal
Póvoa da Isenta;Santarém;Santarém;Continente;Portugal
Vale de Santarém;Santarém;Santarém;Continente;Portugal
Gançaria;Santarém;Santarém;Continente;Portugal
União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;Santarém;Santarém;Continente;Portugal
União das freguesias de Azoia de Cima e Tremês;Santarém;Santarém;Continente;Portugal
União das freguesias de Casével e Vaqueiros;Santarém;Santarém;Continente;Portugal
União das freguesias de Romeira e Várzea;Santarém;Santarém;Continente;Portugal
União de freguesias da cidade de Santarém;Santarém;Santarém;Continente;Portugal
União das freguesias de São Vicente do Paul e Vale de Figueira;Santarém;Santarém;Continente;Portugal
Alcaravela;Sardoal;Santarém;Continente;Portugal
Santiago de Montalegre;Sardoal;Santarém;Continente;Portugal
Sardoal;Sardoal;Santarém;Continente;Portugal
Valhascos;Sardoal;Santarém;Continente;Portugal
Asseiceira;Tomar;Santarém;Continente;Portugal
Carregueiros;Tomar;Santarém;Continente;Portugal
Olalhas;Tomar;Santarém;Continente;Portugal
Paialvo;Tomar;Santarém;Continente;Portugal
São Pedro de Tomar;Tomar;Santarém;Continente;Portugal
Sabacheira;Tomar;Santarém;Continente;Portugal
União das freguesias de Além da Ribeira e Pedreira;Tomar;Santarém;Continente;Portugal
União das freguesias de Casais e Alviobeira;Tomar;Santarém;Continente;Portugal
União das freguesias de Madalena e Beselga;Tomar;Santarém;Continente;Portugal
União das freguesias de Serra e Junceira;Tomar;Santarém;Continente;Portugal
União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;Tomar;Santarém;Continente;Portugal
Assentiz;Torres Novas;Santarém;Continente;Portugal
Chancelaria;Torres Novas;Santarém;Continente;Portugal
Pedrógão;Torres Novas;Santarém;Continente;Portugal
Riachos;Torres Novas;Santarém;Continente;Portugal
Zibreira;Torres Novas;Santarém;Continente;Portugal
Meia Via;Torres Novas;Santarém;Continente;Portugal
União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;Torres Novas;Santarém;Continente;Portugal
União das freguesias de Olaia e Paço;Torres Novas;Santarém;Continente;Portugal
União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);Torres Novas;Santarém;Continente;Portugal
União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;Torres Novas;Santarém;Continente;Portugal
Atalaia;Vila Nova da Barquinha;Santarém;Continente;Portugal
Praia do Ribatejo;Vila Nova da Barquinha;Santarém;Continente;Portugal
Tancos;Vila Nova da Barquinha;Santarém;Continente;Portugal
Vila Nova da Barquinha;Vila Nova da Barquinha;Santarém;Continente;Portugal
Alburitel;Ourém;Santarém;Continente;Portugal
Atouguia;Ourém;Santarém;Continente;Portugal
Caxarias;Ourém;Santarém;Continente;Portugal
Espite;Ourém;Santarém;Continente;Portugal
Fátima;Ourém;Santarém;Continente;Portugal
Nossa Senhora das Misericórdias;Ourém;Santarém;Continente;Portugal
Seiça;Ourém;Santarém;Continente;Portugal
Urqueira;Ourém;Santarém;Continente;Portugal
Nossa Senhora da Piedade;Ourém;Santarém;Continente;Portugal
União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;Ourém;Santarém;Continente;Portugal
União das freguesias de Gondemaria e Olival;Ourém;Santarém;Continente;Portugal
União das freguesias de Matas e Cercal;Ourém;Santarém;Continente;Portugal
União das freguesias de Rio de Couros e Casal dos Bernardos;Ourém;Santarém;Continente;Portugal
Torrão;Alcácer do Sal;Setúbal;Continente;Portugal
São Martinho;Alcácer do Sal;Setúbal;Continente;Portugal
Comporta;Alcácer do Sal;Setúbal;Continente;Portugal
União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;Alcácer do Sal;Setúbal;Continente;Portugal
Alcochete;Alcochete;Setúbal;Continente;Portugal
Samouco;Alcochete;Setúbal;Continente;Portugal
São Francisco;Alcochete;Setúbal;Continente;Portugal
Costa da Caparica;Almada;Setúbal;Continente;Portugal
União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;Almada;Setúbal;Continente;Portugal
União das freguesias de Caparica e Trafaria;Almada;Setúbal;Continente;Portugal
União das freguesias de Charneca de Caparica e Sobreda;Almada;Setúbal;Continente;Portugal
União das freguesias de Laranjeiro e Feijó;Almada;Setúbal;Continente;Portugal
Santo António da Charneca;Barreiro;Setúbal;Continente;Portugal
União das freguesias de Alto do Seixalinho, Santo André e Verderena;Barreiro;Setúbal;Continente;Portugal
União das freguesias de Barreiro e Lavradio;Barreiro;Setúbal;Continente;Portugal
União das freguesias de Palhais e Coina;Barreiro;Setúbal;Continente;Portugal
Azinheira dos Barros e São Mamede do Sádão;Grândola;Setúbal;Continente;Portugal
Melides;Grândola;Setúbal;Continente;Portugal
Carvalhal;Grândola;Setúbal;Continente;Portugal
União das freguesias de Grândola e Santa Margarida da Serra;Grândola;Setúbal;Continente;Portugal
Alhos Vedros;Moita;Setúbal;Continente;Portugal
Moita;Moita;Setúbal;Continente;Portugal
União das freguesias de Baixa da Banheira e Vale da Amoreira;Moita;Setúbal;Continente;Portugal
União das freguesias de Gaio-Rosário e Sarilhos Pequenos;Moita;Setúbal;Continente;Portugal
Canha;Montijo;Setúbal;Continente;Portugal
Sarilhos Grandes;Montijo;Setúbal;Continente;Portugal
União das freguesias de Atalaia e Alto Estanqueiro-Jardia;Montijo;Setúbal;Continente;Portugal
União das freguesias de Montijo e Afonsoeiro;Montijo;Setúbal;Continente;Portugal
União das freguesias de Pegões;Montijo;Setúbal;Continente;Portugal
Palmela;Palmela;Setúbal;Continente;Portugal
Pinhal Novo;Palmela;Setúbal;Continente;Portugal
Quinta do Anjo;Palmela;Setúbal;Continente;Portugal
União das freguesias de Poceirão e Marateca;Palmela;Setúbal;Continente;Portugal
Abela;Santiago do Cacém;Setúbal;Continente;Portugal
Alvalade;Santiago do Cacém;Setúbal;Continente;Portugal
Cercal;Santiago do Cacém;Setúbal;Continente;Portugal
Ermidas-Sado;Santiago do Cacém;Setúbal;Continente;Portugal
Santo André;Santiago do Cacém;Setúbal;Continente;Portugal
São Francisco da Serra;Santiago do Cacém;Setúbal;Continente;Portugal
União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;Santiago do Cacém;Setúbal;Continente;Portugal
União das freguesias de São Domingos e Vale de Água;Santiago do Cacém;Setúbal;Continente;Portugal
Amora;Seixal;Setúbal;Continente;Portugal
Corroios;Seixal;Setúbal;Continente;Portugal
Fernão Ferro;Seixal;Setúbal;Continente;Portugal
União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;Seixal;Setúbal;Continente;Portugal
Sesimbra (Castelo);Sesimbra;Setúbal;Continente;Portugal
Sesimbra (Santiago);Sesimbra;Setúbal;Continente;Portugal
Quinta do Conde;Sesimbra;Setúbal;Continente;Portugal
Setúbal (São Sebastião);Setúbal;Setúbal;Continente;Portugal
Gâmbia-Pontes-Alto da Guerra;Setúbal;Setúbal;Continente;Portugal
Sado;Setúbal;Setúbal;Continente;Portugal
União das freguesias de Azeitão (São Lourenço e São Simão);Setúbal;Setúbal;Continente;Portugal
União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);Setúbal;Setúbal;Continente;Portugal
Sines;Sines;Setúbal;Continente;Portugal
Porto Covo;Sines;Setúbal;Continente;Portugal
Aboim das Choças;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Aguiã;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Ázere;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Cabana Maior;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Cabreiro;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Cendufe;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Couto;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Gavieira;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Gondoriz;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Miranda;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Monte Redondo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Oliveira;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Paçô;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Padroso;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Prozelo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Rio Frio;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Rio de Moinhos;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Sabadim;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Jolda (São Paio);Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Senharei;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Sistelo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Soajo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Vale;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Alvora e Loureda;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Arcos de Valdevez (São Paio) e Giela;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Eiras e Mei;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Grade e Carralcova;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Guilhadeses e Santar;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Jolda (Madalena) e Rio Cabrão;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Padreiro (Salvador e Santa Cristina);Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Portela e Extremo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de São Jorge e Ermelo;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Souto e Tabaçô;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Távora (Santa Maria e São Vicente);Arcos de Valdevez;Viana do Castelo;Continente;Portugal
União das freguesias de Vilela, São Cosme e São Damião e Sá;Arcos de Valdevez;Viana do Castelo;Continente;Portugal
Âncora;Caminha;Viana do Castelo;Continente;Portugal
Argela;Caminha;Viana do Castelo;Continente;Portugal
Dem;Caminha;Viana do Castelo;Continente;Portugal
Lanhelas;Caminha;Viana do Castelo;Continente;Portugal
Riba de Âncora;Caminha;Viana do Castelo;Continente;Portugal
Seixas;Caminha;Viana do Castelo;Continente;Portugal
Vila Praia de Âncora;Caminha;Viana do Castelo;Continente;Portugal
Vilar de Mouros;Caminha;Viana do Castelo;Continente;Portugal
Vile;Caminha;Viana do Castelo;Continente;Portugal
União das freguesias de Arga (Baixo, Cima e São João);Caminha;Viana do Castelo;Continente;Portugal
União das freguesias de Caminha (Matriz) e Vilarelho;Caminha;Viana do Castelo;Continente;Portugal
União das freguesias de Gondar e Orbacém;Caminha;Viana do Castelo;Continente;Portugal
União das freguesias de Moledo e Cristelo;Caminha;Viana do Castelo;Continente;Portugal
União das freguesias de Venade e Azevedo;Caminha;Viana do Castelo;Continente;Portugal
Alvaredo;Melgaço;Viana do Castelo;Continente;Portugal
Cousso;Melgaço;Viana do Castelo;Continente;Portugal
Cristoval;Melgaço;Viana do Castelo;Continente;Portugal
Fiães;Melgaço;Viana do Castelo;Continente;Portugal
Gave;Melgaço;Viana do Castelo;Continente;Portugal
Paderne;Melgaço;Viana do Castelo;Continente;Portugal
Penso;Melgaço;Viana do Castelo;Continente;Portugal
São Paio;Melgaço;Viana do Castelo;Continente;Portugal
União das freguesias de Castro Laboreiro e Lamas de Mouro;Melgaço;Viana do Castelo;Continente;Portugal
União das freguesias de Chaviães e Paços;Melgaço;Viana do Castelo;Continente;Portugal
